ID;X;Y;WC
411;349602;6460000;0.37
412;349602;6460000;0.37
413;349602;6460000;0.37
414;349602;6460000;0.36
415;349602;6460000;0.35
416;349602;6460000;0.35
417;349602;6460000;0.34
418;349602;6460000;0.34
419;349602;6460000;0.34
420;349602;6460000;0.34
421;349602;6460000;0.33
422;349602;6460000;0.32
423;349602;6460000;0.34
424;349602;6460000;0.35
425;349602;6460000;0.36
426;349602;6460000;0.37
427;349602;6460000;0.37
428;349602;6460000;0.38
429;349702;6460000;1.7E+38
430;349702;6460000;0.35
431;349702;6460000;0.34
432;349702;6460000;0.34
433;349702;6460000;0.33
434;349702;6460000;0.32
435;349702;6460000;0.3
436;349702;6460000;0.31
437;349702;6460000;0.31
438;349702;6460000;0.32
439;349702;6460000;0.33
440;349702;6460000;0.33
441;349702;6460000;0.34
442;349702;6460000;0.36
443;349702;6460000;0.38
444;349702;6460000;0.36
445;349702;6460000;0.36
446;349702;6460000;0.35
447;349702;6460000;0.35
448;349702;6460000;0.34
449;349702;6460000;0.34
450;349702;6460000;0.34
451;349702;6460000;0.33
452;349702;6460000;0.32
453;349702;6460000;0.31
454;349702;6460000;0.32
455;349702;6460000;0.34
456;349702;6460000;0.35
457;349702;6460000;0.35
458;349702;6460000;0.36
459;349702;6460000;0.36
460;349802;6460000;1.7E+38
461;349802;6460000;0.33
462;349802;6460000;0.33
463;349802;6460000;0.32
464;349802;6460000;0.31
465;349802;6460000;0.3
466;349802;6460000;0.3
467;349802;6460000;0.3
468;349802;6460000;0.3
469;349802;6460000;0.3
470;349802;6460000;0.31
471;349802;6460000;0.31
472;349802;6460000;0.32
473;349802;6460000;0.33
474;349802;6460000;0.34
475;349802;6460000;0.35
476;349802;6460000;0.34
477;349802;6460000;0.34
478;349802;6460000;0.34
479;349802;6460000;0.34
480;349802;6460000;0.34
481;349802;6460000;0.33
482;349802;6460000;0.33
483;349802;6460000;0.33
484;349802;6460000;0.32
485;349802;6460000;0.33
486;349802;6460000;0.33
487;349802;6460000;0.34
488;349802;6460000;0.34
489;349802;6460000;0.35
490;349902;6460000;1.7E+38
491;349902;6460000;0.32
492;349902;6460000;0.31
493;349902;6460000;0.31
494;349902;6460000;0.3
495;349902;6460000;0.29
496;349902;6460000;0.29
497;349902;6460000;0.28
498;349902;6460000;0.28
499;349902;6460000;0.28
500;349902;6460000;0.28
501;349902;6460000;0.29
502;349902;6460000;0.3
503;349902;6460000;0.31
504;349902;6460000;0.32
505;349902;6460000;0.33
506;349902;6460000;0.33
507;349902;6460000;0.34
508;349902;6460000;0.34
509;349902;6460000;0.34
510;349902;6460000;0.34
511;349902;6460000;0.33
512;349902;6460000;0.33
513;349902;6460000;0.33
514;349902;6460000;0.33
515;349902;6460000;0.33
516;349902;6460000;0.33
517;349902;6460000;0.33
518;349902;6460000;0.34
519;349902;6460000;0.34
520;349902;6460000;0.34
521;350002;6460000;1.7E+38
522;350002;6460000;0.31
523;350002;6460000;0.3
524;350002;6460000;0.29
525;350002;6460000;0.28
526;350002;6460000;0.28
527;350002;6460000;0.27
528;350002;6460000;0.27
529;350002;6460000;0.27
530;350002;6460000;0.27
531;350002;6460000;0.26
532;350002;6460000;0.26
533;350002;6460000;0.29
534;350002;6460000;0.3
535;350002;6460000;0.31
536;350002;6460000;0.32
537;350002;6460000;0.33
538;350002;6460000;0.33
539;350002;6460000;0.33
540;350002;6460000;0.33
541;350002;6460000;0.33
542;350002;6460000;0.33
543;350002;6460000;0.32
544;350002;6460000;0.32
545;350002;6460000;0.32
546;350002;6460000;0.32
547;350002;6460000;0.32
548;350002;6460000;0.33
549;350002;6460000;0.33
550;350002;6460000;0.33
551;350002;6460000;0.34
552;350002;6460000;0.34
553;350002;6460000;0.34
554;350102;6460000;1.7E+38
555;350102;6460000;0.31
556;350102;6460000;0.29
557;350102;6460000;0.28
558;350102;6460000;0.26
559;350102;6460000;0.26
560;350102;6460000;0.25
561;350102;6460000;0.25
562;350102;6460000;0.25
563;350102;6460000;0.26
564;350102;6460000;0.26
565;350102;6460000;0.27
566;350102;6460000;0.28
567;350102;6460000;0.3
568;350102;6460000;0.31
569;350102;6460000;0.32
570;350102;6460000;0.32
571;350102;6460000;0.32
572;350102;6460000;0.32
573;350102;6460000;0.32
574;350102;6460000;0.32
575;350102;6460000;0.32
576;350102;6460000;0.32
577;350102;6460000;0.32
578;350102;6460000;0.32
579;350102;6460000;0.32
580;350102;6460000;0.32
581;350102;6460000;0.32
582;350102;6460000;0.32
583;350102;6460000;0.32
584;350102;6460000;0.33
585;350102;6460000;0.33
586;350102;6460000;0.34
587;350102;6460000;0.34
588;350202;6460000;1.7E+38
589;350202;6460000;0.29
590;350202;6460000;0.27
591;350202;6460000;0.25
592;350202;6460000;0.24
593;350202;6460000;0.23
594;350202;6460000;0.22
595;350202;6460000;0.23
596;350202;6460000;0.24
597;350202;6460000;0.25
598;350202;6460000;0.25
599;350202;6460000;0.26
600;350202;6460000;0.27
601;350202;6460000;0.29
602;350202;6460000;0.3
603;350202;6460000;0.32
604;350202;6460000;0.32
605;350202;6460000;0.31
606;350202;6460000;0.31
607;350202;6460000;0.31
608;350202;6460000;0.31
609;350202;6460000;0.31
610;350202;6460000;0.31
611;350202;6460000;0.31
612;350202;6460000;0.31
613;350202;6460000;0.31
614;350202;6460000;0.31
615;350202;6460000;0.31
616;350202;6460000;0.31
617;350202;6460000;0.31
618;350202;6460000;0.32
619;350202;6460000;0.32
620;350202;6460000;0.33
621;350202;6460000;0.33
622;350202;6470000;0.34
623;350202;6470000;0.34
624;350302;6460000;1.7E+38
625;350302;6460000;0.27
626;350302;6460000;0.25
627;350302;6460000;0.22
628;350302;6460000;0.21
629;350302;6460000;0.21
630;350302;6460000;0.2
631;350302;6460000;0.21
632;350302;6460000;0.23
633;350302;6460000;0.24
634;350302;6460000;0.25
635;350302;6460000;0.26
636;350302;6460000;0.27
637;350302;6460000;0.28
638;350302;6460000;0.29
639;350302;6460000;0.3
640;350302;6460000;0.3
641;350302;6460000;0.3
642;350302;6460000;0.3
643;350302;6460000;0.3
644;350302;6460000;0.3
645;350302;6460000;0.3
646;350302;6460000;0.3
647;350302;6460000;0.3
648;350302;6460000;0.3
649;350302;6460000;0.3
650;350302;6460000;0.29
651;350302;6460000;0.29
652;350302;6460000;0.29
653;350302;6460000;0.3
654;350302;6460000;0.31
655;350302;6460000;0.31
656;350302;6460000;0.32
657;350302;6460000;0.33
658;350302;6470000;0.33
659;350302;6470000;0.34
660;350302;6470000;0.34
661;350302;6470000;0.35
662;350402;6460000;1.7E+38
663;350402;6460000;0.27
664;350402;6460000;0.24
665;350402;6460000;0.21
666;350402;6460000;0.21
667;350402;6460000;0.21
668;350402;6460000;0.21
669;350402;6460000;0.21
670;350402;6460000;0.22
671;350402;6460000;0.23
672;350402;6460000;0.24
673;350402;6460000;0.24
674;350402;6460000;0.26
675;350402;6460000;0.27
676;350402;6460000;0.28
677;350402;6460000;0.29
678;350402;6460000;0.29
679;350402;6460000;0.29
680;350402;6460000;0.3
681;350402;6460000;0.3
682;350402;6460000;0.29
683;350402;6460000;0.29
684;350402;6460000;0.29
685;350402;6460000;0.29
686;350402;6460000;0.29
687;350402;6460000;0.28
688;350402;6460000;0.28
689;350402;6460000;0.28
690;350402;6460000;0.27
691;350402;6460000;0.28
692;350402;6460000;0.29
693;350402;6460000;0.31
694;350402;6460000;0.32
695;350402;6460000;0.33
696;350402;6470000;0.33
697;350402;6470000;0.34
698;350402;6470000;0.34
699;350402;6470000;0.34
700;350402;6470000;0.37
701;350402;6470000;0.38
702;350402;6470000;0.38
703;350402;6470000;0.39
704;350502;6460000;1.7E+38
705;350502;6460000;0.27
706;350502;6460000;0.25
707;350502;6460000;0.23
708;350502;6460000;0.22
709;350502;6460000;0.22
710;350502;6460000;0.22
711;350502;6460000;0.22
712;350502;6460000;0.22
713;350502;6460000;0.23
714;350502;6460000;0.23
715;350502;6460000;0.24
716;350502;6460000;0.25
717;350502;6460000;0.26
718;350502;6460000;0.27
719;350502;6460000;0.28
720;350502;6460000;0.29
721;350502;6460000;0.29
722;350502;6460000;0.29
723;350502;6460000;0.29
724;350502;6460000;0.29
725;350502;6460000;0.29
726;350502;6460000;0.28
727;350502;6460000;0.28
728;350502;6460000;0.27
729;350502;6460000;0.27
730;350502;6460000;0.27
731;350502;6460000;0.27
732;350502;6460000;0.27
733;350502;6460000;0.27
734;350502;6460000;0.29
735;350502;6460000;0.31
736;350502;6460000;0.32
737;350502;6460000;0.33
738;350502;6470000;0.33
739;350502;6470000;0.34
740;350502;6470000;0.34
741;350502;6470000;0.34
742;350502;6470000;0.34
743;350502;6470000;0.36
744;350502;6470000;0.37
745;350502;6470000;0.37
746;350502;6470000;0.38
747;350502;6470000;0.39
748;350502;6470000;0.39
749;350502;6470000;0.4
750;350602;6460000;1.7E+38
751;350602;6460000;0.29
752;350602;6460000;0.27
753;350602;6460000;0.25
754;350602;6460000;0.24
755;350602;6460000;0.23
756;350602;6460000;0.22
757;350602;6460000;0.22
758;350602;6460000;0.22
759;350602;6460000;0.23
760;350602;6460000;0.23
761;350602;6460000;0.24
762;350602;6460000;0.25
763;350602;6460000;0.26
764;350602;6460000;0.27
765;350602;6460000;0.28
766;350602;6460000;0.29
767;350602;6460000;0.29
768;350602;6460000;0.28
769;350602;6460000;0.28
770;350602;6460000;0.28
771;350602;6460000;0.28
772;350602;6460000;0.28
773;350602;6460000;0.27
774;350602;6460000;0.26
775;350602;6460000;0.26
776;350602;6460000;0.27
777;350602;6460000;0.27
778;350602;6460000;0.27
779;350602;6460000;0.28
780;350602;6460000;0.3
781;350602;6460000;0.31
782;350602;6460000;0.33
783;350602;6460000;0.34
784;350602;6470000;0.34
785;350602;6470000;0.34
786;350602;6470000;0.33
787;350602;6470000;0.33
788;350602;6470000;0.33
789;350602;6470000;0.33
790;350602;6470000;0.34
791;350602;6470000;0.35
792;350602;6470000;0.35
793;350602;6470000;0.36
794;350602;6470000;0.36
795;350602;6470000;0.37
796;350602;6470000;0.38
797;350602;6470000;0.38
798;350602;6470000;0.39
799;350602;6470000;0.4
800;350602;6470000;0.41
801;350702;6460000;1.7E+38
802;350702;6460000;0.29
803;350702;6460000;0.27
804;350702;6460000;0.26
805;350702;6460000;0.25
806;350702;6460000;0.23
807;350702;6460000;0.22
808;350702;6460000;0.22
809;350702;6460000;0.22
810;350702;6460000;0.23
811;350702;6460000;0.23
812;350702;6460000;0.24
813;350702;6460000;0.25
814;350702;6460000;0.26
815;350702;6460000;0.27
816;350702;6460000;0.28
817;350702;6460000;0.28
818;350702;6460000;0.28
819;350702;6460000;0.28
820;350702;6460000;0.28
821;350702;6460000;0.28
822;350702;6460000;0.28
823;350702;6460000;0.27
824;350702;6460000;0.27
825;350702;6460000;0.26
826;350702;6460000;0.26
827;350702;6460000;0.27
828;350702;6460000;0.27
829;350702;6460000;0.28
830;350702;6460000;0.29
831;350702;6460000;0.3
832;350702;6460000;0.32
833;350702;6460000;0.35
834;350702;6460000;0.37
835;350702;6470000;0.35
836;350702;6470000;0.33
837;350702;6470000;0.33
838;350702;6470000;0.33
839;350702;6470000;0.32
840;350702;6470000;0.33
841;350702;6470000;0.33
842;350702;6470000;0.33
843;350702;6470000;0.34
844;350702;6470000;0.34
845;350702;6470000;0.35
846;350702;6470000;0.36
847;350702;6470000;0.37
848;350702;6470000;0.37
849;350702;6470000;0.38
850;350702;6470000;0.39
851;350702;6470000;0.4
852;350702;6470000;0.41
853;350702;6470000;0.42
854;350702;6470000;0.43
855;350702;6470000;0.43
856;350802;6460000;1.7E+38
857;350802;6460000;0.29
858;350802;6460000;0.28
859;350802;6460000;0.26
860;350802;6460000;0.25
861;350802;6460000;0.24
862;350802;6460000;0.23
863;350802;6460000;0.22
864;350802;6460000;0.23
865;350802;6460000;0.23
866;350802;6460000;0.23
867;350802;6460000;0.24
868;350802;6460000;0.25
869;350802;6460000;0.25
870;350802;6460000;0.26
871;350802;6460000;0.27
872;350802;6460000;0.28
873;350802;6460000;0.28
874;350802;6460000;0.28
875;350802;6460000;0.28
876;350802;6460000;0.28
877;350802;6460000;0.27
878;350802;6460000;0.27
879;350802;6460000;0.27
880;350802;6460000;0.27
881;350802;6460000;0.27
882;350802;6460000;0.27
883;350802;6460000;0.28
884;350802;6460000;0.29
885;350802;6460000;0.3
886;350802;6460000;0.3
887;350802;6460000;0.32
888;350802;6460000;0.34
889;350802;6460000;0.36
890;350802;6470000;0.34
891;350802;6470000;0.32
892;350802;6470000;0.32
893;350802;6470000;0.31
894;350802;6470000;0.31
895;350802;6470000;0.31
896;350802;6470000;0.32
897;350802;6470000;0.32
898;350802;6470000;0.33
899;350802;6470000;0.33
900;350802;6470000;0.34
901;350802;6470000;0.35
902;350802;6470000;0.36
903;350802;6470000;0.37
904;350802;6470000;0.38
905;350802;6470000;0.39
906;350802;6470000;0.41
907;350802;6470000;0.42
908;350802;6470000;0.43
909;350802;6470000;0.43
910;350802;6470000;0.44
911;350802;6470000;0.44
912;350802;6470000;0.45
913;350902;6460000;1.7E+38
914;350902;6460000;0.29
915;350902;6460000;0.28
916;350902;6460000;0.27
917;350902;6460000;0.26
918;350902;6460000;0.25
919;350902;6460000;0.24
920;350902;6460000;0.24
921;350902;6460000;0.23
922;350902;6460000;0.23
923;350902;6460000;0.23
924;350902;6460000;0.24
925;350902;6460000;0.24
926;350902;6460000;0.25
927;350902;6460000;0.26
928;350902;6460000;0.26
929;350902;6460000;0.27
930;350902;6460000;0.27
931;350902;6460000;0.27
932;350902;6460000;0.27
933;350902;6460000;0.28
934;350902;6460000;0.27
935;350902;6460000;0.27
936;350902;6460000;0.27
937;350902;6460000;0.26
938;350902;6460000;0.26
939;350902;6460000;0.27
940;350902;6460000;0.28
941;350902;6460000;0.29
942;350902;6460000;0.3
943;350902;6460000;0.3
944;350902;6460000;0.3
945;350902;6460000;0.31
946;350902;6460000;0.31
947;350902;6470000;0.31
948;350902;6470000;0.3
949;350902;6470000;0.3
950;350902;6470000;0.3
951;350902;6470000;0.3
952;350902;6470000;0.3
953;350902;6470000;0.31
954;350902;6470000;0.31
955;350902;6470000;0.32
956;350902;6470000;0.32
957;350902;6470000;0.33
958;350902;6470000;0.34
959;350902;6470000;0.35
960;350902;6470000;0.36
961;350902;6470000;0.38
962;350902;6470000;0.4
963;350902;6470000;0.41
964;350902;6470000;0.43
965;350902;6470000;0.44
966;350902;6470000;0.45
967;350902;6470000;0.45
968;350902;6470000;0.45
969;350902;6470000;0.46
970;350902;6470000;0.46
971;351002;6460000;1.7E+38
972;351002;6460000;0.29
973;351002;6460000;0.28
974;351002;6460000;0.28
975;351002;6460000;0.26
976;351002;6460000;0.25
977;351002;6460000;0.25
978;351002;6460000;0.24
979;351002;6460000;0.24
980;351002;6460000;0.23
981;351002;6460000;0.23
982;351002;6460000;0.23
983;351002;6460000;0.24
984;351002;6460000;0.25
985;351002;6460000;0.25
986;351002;6460000;0.26
987;351002;6460000;0.26
988;351002;6460000;0.27
989;351002;6460000;0.27
990;351002;6460000;0.27
991;351002;6460000;0.28
992;351002;6460000;0.27
993;351002;6460000;0.26
994;351002;6460000;0.26
995;351002;6460000;0.26
996;351002;6460000;0.26
997;351002;6460000;0.26
998;351002;6460000;0.27
999;351002;6460000;0.28
1000;351002;6460000;0.29
1001;351002;6460000;0.29
1002;351002;6460000;0.28
1003;351002;6460000;0.28
1004;351002;6460000;0.28
1005;351002;6470000;0.28
1006;351002;6470000;0.28
1007;351002;6470000;0.28
1008;351002;6470000;0.28
1009;351002;6470000;0.28
1010;351002;6470000;0.29
1011;351002;6470000;0.29
1012;351002;6470000;0.3
1013;351002;6470000;0.3
1014;351002;6470000;0.31
1015;351002;6470000;0.32
1016;351002;6470000;0.33
1017;351002;6470000;0.34
1018;351002;6470000;0.36
1019;351002;6470000;0.38
1020;351002;6470000;0.4
1021;351002;6470000;0.42
1022;351002;6470000;0.44
1023;351002;6470000;0.45
1024;351002;6470000;0.46
1025;351002;6470000;0.47
1026;351002;6470000;0.47
1027;351002;6470000;0.47
1028;351002;6470000;0.47
1029;351002;6470000;0.46
1030;351102;6460000;1.7E+38
1031;351102;6460000;0.29
1032;351102;6460000;0.28
1033;351102;6460000;0.28
1034;351102;6460000;0.27
1035;351102;6460000;0.26
1036;351102;6460000;0.25
1037;351102;6460000;0.24
1038;351102;6460000;0.24
1039;351102;6460000;0.24
1040;351102;6460000;0.23
1041;351102;6460000;0.23
1042;351102;6460000;0.24
1043;351102;6460000;0.25
1044;351102;6460000;0.25
1045;351102;6460000;0.26
1046;351102;6460000;0.26
1047;351102;6460000;0.27
1048;351102;6460000;0.27
1049;351102;6460000;0.27
1050;351102;6460000;0.27
1051;351102;6460000;0.26
1052;351102;6460000;0.26
1053;351102;6460000;0.25
1054;351102;6460000;0.24
1055;351102;6460000;0.24
1056;351102;6460000;0.25
1057;351102;6460000;0.25
1058;351102;6460000;0.26
