Coord;X;Y;Depth
84;348502;6.46E+06;2597.88
85;348502;6.46E+06;2599.25
86;348502;6.46E+06;2601.76
87;348502;6.46E+06;2605.61
88;348502;6.46E+06;2608.79
89;348502;6.46E+06;2612.01
90;348502;6.46E+06;2613.95
91;348502;6.46E+06;2615.1
92;348502;6.46E+06;2615.21
93;348502;6.46E+06;2615.12
94;348502;6.46E+06;2615.23
95;348502;6.46E+06;2615.66
96;348502;6.46E+06;2615.72
97;348502;6.46E+06;2612.13
98;348502;6.46E+06;2607.36
99;348502;6.46E+06;2602.08
100;348502;6.46E+06;2598.84
101;348502;6.46E+06;2595.3
102;348502;6.46E+06;2592.94
103;348602;6.46E+06;2610.38
104;348602;6.46E+06;2609.41
105;348602;6.46E+06;2608.15
106;348602;6.46E+06;2606.71
107;348602;6.46E+06;2604.52
108;348602;6.46E+06;2601.47
109;348602;6.46E+06;2599.1
110;348602;6.46E+06;2597.54
111;348602;6.46E+06;2596.42
112;348602;6.46E+06;2595.89
113;348602;6.46E+06;2596.36
114;348602;6.46E+06;2597.81
115;348602;6.46E+06;2601.17
116;348602;6.46E+06;2605.4
117;348602;6.46E+06;2607.68
118;348602;6.46E+06;2609.61
119;348602;6.46E+06;2612.01
120;348602;6.46E+06;2612.8
121;348602;6.46E+06;2612.5
122;348602;6.46E+06;2612.59
123;348602;6.46E+06;2613.25
124;348602;6.46E+06;2614.23
125;348602;6.46E+06;2609.63
126;348602;6.46E+06;2605.96
127;348602;6.46E+06;2601.26
128;348602;6.46E+06;2596.79
129;348602;6.46E+06;2593.78
130;348602;6.46E+06;2591.95
131;348702;6.46E+06;2611.78
132;348702;6.46E+06;2611.45
133;348702;6.46E+06;2609.8
134;348702;6.46E+06;2608.02
135;348702;6.46E+06;2606.35
136;348702;6.46E+06;2602.83
137;348702;6.46E+06;2599.05
138;348702;6.46E+06;2597.17
139;348702;6.46E+06;2595.21
140;348702;6.46E+06;2592.67
141;348702;6.46E+06;2593.36
142;348702;6.46E+06;2594.81
143;348702;6.46E+06;2596.22
144;348702;6.46E+06;2599.87
145;348702;6.46E+06;2603.78
146;348702;6.46E+06;2605.89
147;348702;6.46E+06;2607.35
148;348702;6.46E+06;2609.3
149;348702;6.46E+06;2610.18
150;348702;6.46E+06;2610.08
151;348702;6.46E+06;2608.89
152;348702;6.46E+06;2608.19
153;348702;6.46E+06;2606.32
154;348702;6.46E+06;2603.15
155;348702;6.46E+06;2598.42
156;348702;6.46E+06;2594.75
157;348702;6.46E+06;2592.55
158;348702;6.46E+06;2590.67
159;348802;6.46E+06;2613.36
160;348802;6.46E+06;2613.06
161;348802;6.46E+06;2611.97
162;348802;6.46E+06;2610.25
163;348802;6.46E+06;2608.18
164;348802;6.46E+06;2605.76
165;348802;6.46E+06;2601.12
166;348802;6.46E+06;2597.56
167;348802;6.46E+06;2594.09
168;348802;6.46E+06;2590.79
169;348802;6.46E+06;2589.9
170;348802;6.46E+06;2590.74
171;348802;6.46E+06;2592.27
172;348802;6.46E+06;2594.17
173;348802;6.46E+06;2598.05
174;348802;6.46E+06;2600.95
175;348802;6.46E+06;2603.36
176;348802;6.46E+06;2605.34
177;348802;6.46E+06;2606.79
178;348802;6.46E+06;2606.56
179;348802;6.46E+06;2604.7
180;348802;6.46E+06;2603.16
181;348802;6.46E+06;2601.16
182;348802;6.46E+06;2598.29
183;348802;6.46E+06;2594.83
184;348802;6.46E+06;2593.07
185;348802;6.46E+06;2590.91
186;348802;6.46E+06;2589.34
187;348902;6.46E+06;2614.39
188;348902;6.46E+06;2614.83
189;348902;6.46E+06;2614.42
190;348902;6.46E+06;2613.67
191;348902;6.46E+06;2612.36
192;348902;6.46E+06;2610.27
193;348902;6.46E+06;2607.88
194;348902;6.46E+06;2603.29
195;348902;6.46E+06;2598.8
196;348902;6.46E+06;2593.93
197;348902;6.46E+06;2590.3
198;348902;6.46E+06;2587.94
199;348902;6.46E+06;2587.75
200;348902;6.46E+06;2589.07
201;348902;6.46E+06;2590.49
202;348902;6.46E+06;2593.33
203;348902;6.46E+06;2596.51
204;348902;6.46E+06;2600.12
205;348902;6.46E+06;2602.14
206;348902;6.46E+06;2603.41
207;348902;6.46E+06;2603.25
208;348902;6.46E+06;2601.48
209;348902;6.46E+06;2599.4
210;348902;6.46E+06;2596.29
211;348902;6.46E+06;2594.12
212;348902;6.46E+06;2592.38
213;348902;6.46E+06;2591.06
214;348902;6.46E+06;2589.54
215;348902;6.46E+06;2588.71
216;348902;6.46E+06;2589.23
217;349002;6.46E+06;2615.73
218;349002;6.46E+06;2616.5
219;349002;6.46E+06;2616.35
220;349002;6.46E+06;2615.43
221;349002;6.46E+06;2614.54
222;349002;6.46E+06;2613.1
223;349002;6.46E+06;2610.31
224;349002;6.46E+06;2605.48
225;349002;6.46E+06;2601.13
226;349002;6.46E+06;2595.68
227;349002;6.46E+06;2589.44
228;349002;6.46E+06;2586.72
229;349002;6.46E+06;2585.79
230;349002;6.46E+06;2585.86
231;349002;6.46E+06;2586.34
232;349002;6.46E+06;2588.94
233;349002;6.46E+06;2591.63
234;349002;6.46E+06;2595.66
235;349002;6.46E+06;2598.75
236;349002;6.46E+06;2599.45
237;349002;6.46E+06;2599.53
238;349002;6.46E+06;2598.37
239;349002;6.46E+06;2594.5
240;349002;6.46E+06;2590.82
241;349002;6.46E+06;2589.25
242;349002;6.46E+06;2589.12
243;349002;6.46E+06;2588.59
244;349002;6.46E+06;2588.17
245;349002;6.46E+06;2588.35
246;349002;6.46E+06;2589.05
247;349102;6.46E+06;2616.61
248;349102;6.46E+06;2618
249;349102;6.46E+06;2618.66
250;349102;6.46E+06;2617.08
251;349102;6.46E+06;2615.8
252;349102;6.46E+06;2614.92
253;349102;6.46E+06;2614.32
254;349102;6.46E+06;2608.42
255;349102;6.46E+06;2603.19
256;349102;6.46E+06;2597.84
257;349102;6.46E+06;2591.48
258;349102;6.46E+06;2587.44
259;349102;6.46E+06;2585.87
260;349102;6.46E+06;2584.61
261;349102;6.46E+06;2582.56
262;349102;6.46E+06;2585.92
263;349102;6.46E+06;2588.62
264;349102;6.46E+06;2591.35
265;349102;6.46E+06;2594.2
266;349102;6.46E+06;2596.07
267;349102;6.46E+06;2596
268;349102;6.46E+06;2593.93
269;349102;6.46E+06;2590.08
270;349102;6.46E+06;2586.88
271;349102;6.46E+06;2584.45
272;349102;6.46E+06;2584.14
273;349102;6.46E+06;2586.15
274;349102;6.46E+06;2587.24
275;349102;6.46E+06;2587.96
276;349102;6.46E+06;2589.84
277;349202;6.46E+06;2617.34
278;349202;6.46E+06;2619.43
279;349202;6.46E+06;2620.16
280;349202;6.46E+06;2618.63
281;349202;6.46E+06;2616.84
282;349202;6.46E+06;2615.45
283;349202;6.46E+06;2614.96
284;349202;6.46E+06;2610.93
285;349202;6.46E+06;2605.24
286;349202;6.46E+06;2598.9
287;349202;6.46E+06;2594.48
288;349202;6.46E+06;2589.61
289;349202;6.46E+06;2586.83
290;349202;6.46E+06;2584.82
291;349202;6.46E+06;2583.46
292;349202;6.46E+06;2584.35
293;349202;6.46E+06;2586.55
294;349202;6.46E+06;2589.13
295;349202;6.46E+06;2590.74
296;349202;6.46E+06;2592.31
297;349202;6.46E+06;2592.24
298;349202;6.46E+06;2590.2
299;349202;6.46E+06;2587.59
300;349202;6.46E+06;2583.79
301;349202;6.46E+06;2581.47
302;349202;6.46E+06;2581.66
303;349202;6.46E+06;2583.58
304;349202;6.46E+06;2585.74
305;349202;6.46E+06;2587.73
306;349202;6.46E+06;2590.63
307;349302;6.46E+06;2617.39
308;349302;6.46E+06;2620.26
309;349302;6.46E+06;2621.42
310;349302;6.46E+06;2619.58
311;349302;6.46E+06;2617.04
312;349302;6.46E+06;2615.02
313;349302;6.46E+06;2614.39
314;349302;6.46E+06;2610.84
315;349302;6.46E+06;2606.16
316;349302;6.46E+06;2600.42
317;349302;6.46E+06;2595.91
318;349302;6.46E+06;2591.39
319;349302;6.46E+06;2588.34
320;349302;6.46E+06;2585.74
321;349302;6.46E+06;2584.28
322;349302;6.46E+06;2584.39
323;349302;6.46E+06;2585.39
324;349302;6.46E+06;2587.35
325;349302;6.46E+06;2588.75
326;349302;6.46E+06;2589.6
327;349302;6.46E+06;2589.5
328;349302;6.46E+06;2588
329;349302;6.46E+06;2585.27
330;349302;6.46E+06;2581.59
331;349302;6.46E+06;2579.59
332;349302;6.46E+06;2579.91
333;349302;6.46E+06;2581.88
334;349302;6.46E+06;2584.37
335;349302;6.46E+06;2587.15
336;349302;6.46E+06;2590.67
337;349402;6.46E+06;2616.6
338;349402;6.46E+06;2619.7
339;349402;6.46E+06;2623.67
340;349402;6.46E+06;2619.4
341;349402;6.46E+06;2616.36
342;349402;6.46E+06;2613.82
343;349402;6.46E+06;2611.73
344;349402;6.46E+06;2608.76
345;349402;6.46E+06;2605.81
346;349402;6.46E+06;2602.31
347;349402;6.46E+06;2597.1
348;349402;6.46E+06;2593.02
349;349402;6.46E+06;2590.48
350;349402;6.46E+06;2587.58
351;349402;6.46E+06;2585.34
352;349402;6.46E+06;2584.96
353;349402;6.46E+06;2584.96
354;349402;6.46E+06;2585.69
355;349402;6.46E+06;2586.86
356;349402;6.46E+06;2587.28
357;349402;6.46E+06;2587.08
358;349402;6.46E+06;2585.93
359;349402;6.46E+06;2582.37
360;349402;6.46E+06;2579.47
361;349402;6.46E+06;2578.01
362;349402;6.46E+06;2577.86
363;349402;6.46E+06;2580.48
364;349402;6.46E+06;2582.89
365;349402;6.46E+06;2585.7
366;349402;6.46E+06;2589.82
367;349502;6.46E+06;2615.2
368;349502;6.46E+06;2617.9
369;349502;6.46E+06;2620.31
370;349502;6.46E+06;2618.14
371;349502;6.46E+06;2615.17
372;349502;6.46E+06;2611.73
373;349502;6.46E+06;2607.94
374;349502;6.46E+06;2606.56
375;349502;6.46E+06;2604.73
376;349502;6.46E+06;2602.2
377;349502;6.46E+06;2598.75
378;349502;6.46E+06;2594.65
379;349502;6.46E+06;2591.82
380;349502;6.46E+06;2589.34
381;349502;6.46E+06;2587.01
382;349502;6.46E+06;2585.54
383;349502;6.46E+06;2585.14
384;349502;6.46E+06;2585.02
385;349502;6.46E+06;2585.29
386;349502;6.46E+06;2585.76
387;349502;6.46E+06;2585.31
388;349502;6.46E+06;2583.38
389;349502;6.46E+06;2580.47
390;349502;6.46E+06;2578.17
391;349502;6.46E+06;2576.53
392;349502;6.46E+06;2576.08
393;349502;6.46E+06;2578.69
394;349502;6.46E+06;2581.73
395;349502;6.46E+06;2584.52
396;349502;6.46E+06;2588.71
397;349502;6.46E+06;2593.47
398;349602;6.46E+06;2612.89
399;349602;6.46E+06;2615.56
400;349602;6.46E+06;2616.86
401;349602;6.46E+06;2615.83
402;349602;6.46E+06;2612.89
403;349602;6.46E+06;2608.99
404;349602;6.46E+06;2605.86
405;349602;6.46E+06;2604.23
406;349602;6.46E+06;2603.19
407;349602;6.46E+06;2601.6
408;349602;6.46E+06;2599.83
409;349602;6.46E+06;2596.31
410;349602;6.46E+06;2593.18
411;349602;6.46E+06;2590.28
412;349602;6.46E+06;2588.53
413;349602;6.46E+06;2586.44
414;349602;6.46E+06;2585.28
415;349602;6.46E+06;2584.64
416;349602;6.46E+06;2584.55
417;349602;6.46E+06;2584.39
418;349602;6.46E+06;2583.53
419;349602;6.46E+06;2581.48
420;349602;6.46E+06;2579.53
421;349602;6.46E+06;2576.88
422;349602;6.46E+06;2575.21
423;349602;6.46E+06;2575.26
424;349602;6.46E+06;2576.97
425;349602;6.46E+06;2580.03
426;349602;6.46E+06;2583.5
427;349602;6.46E+06;2588.17
428;349602;6.46E+06;2591.85
429;349702;6.46E+06;2610.89
430;349702;6.46E+06;2613.01
431;349702;6.46E+06;2614.39
432;349702;6.46E+06;2613.17
433;349702;6.46E+06;2610.54
434;349702;6.46E+06;2607.42
435;349702;6.46E+06;2603.95
436;349702;6.46E+06;2602.44
437;349702;6.46E+06;2601.98
438;349702;6.46E+06;2601.58
439;349702;6.46E+06;2600.1
440;349702;6.46E+06;2597.18
441;349702;6.46E+06;2594.41
442;349702;6.46E+06;2591.38
443;349702;6.46E+06;2589.25
444;349702;6.46E+06;2586.99
445;349702;6.46E+06;2585.37
446;349702;6.46E+06;2584.25
447;349702;6.46E+06;2583.95
448;349702;6.46E+06;2583.28
449;349702;6.46E+06;2582.23
450;349702;6.46E+06;2580.44
451;349702;6.46E+06;2578.3
452;349702;6.46E+06;2575.89
453;349702;6.46E+06;2574.47
454;349702;6.46E+06;2574.34
455;349702;6.46E+06;2576.05
456;349702;6.46E+06;2578.61
457;349702;6.46E+06;2581.89
458;349702;6.46E+06;2586.75
459;349702;6.46E+06;2590.93
460;349802;6.46E+06;2609.15
461;349802;6.46E+06;2610.43
462;349802;6.46E+06;2611.29
463;349802;6.46E+06;2609.95
464;349802;6.46E+06;2607.94
465;349802;6.46E+06;2606.12
466;349802;6.46E+06;2602.59
467;349802;6.46E+06;2601.08
468;349802;6.46E+06;2600.96
469;349802;6.46E+06;2601.34
470;349802;6.46E+06;2600.66
471;349802;6.46E+06;2597.9
472;349802;6.46E+06;2595.67
473;349802;6.46E+06;2592.81
474;349802;6.46E+06;2589.62
475;349802;6.46E+06;2587.19
476;349802;6.46E+06;2585.44
477;349802;6.46E+06;2583.77
478;349802;6.46E+06;2582.92
479;349802;6.46E+06;2581.87
480;349802;6.46E+06;2580.87
481;349802;6.46E+06;2579.2
482;349802;6.46E+06;2576.75
483;349802;6.46E+06;2575.08
484;349802;6.46E+06;2574.2
485;349802;6.46E+06;2573.68
486;349802;6.46E+06;2575.21
487;349802;6.46E+06;2577.23
488;349802;6.46E+06;2579.68
489;349802;6.46E+06;2584.1
490;349902;6.46E+06;2608.47
491;349902;6.46E+06;2609.07
492;349902;6.46E+06;2608.54
493;349902;6.46E+06;2607.61
494;349902;6.46E+06;2606.39
495;349902;6.46E+06;2604.36
496;349902;6.46E+06;2601.91
497;349902;6.46E+06;2600.49
498;349902;6.46E+06;2600.42
499;349902;6.46E+06;2600.68
500;349902;6.46E+06;2601.51
501;349902;6.46E+06;2598.77
502;349902;6.46E+06;2596.2
503;349902;6.46E+06;2593.39
504;349902;6.46E+06;2590.61
505;349902;6.46E+06;2587.57
506;349902;6.46E+06;2585.33
507;349902;6.46E+06;2582.83
508;349902;6.46E+06;2581.16
509;349902;6.46E+06;2580.61
510;349902;6.46E+06;2579.37
511;349902;6.46E+06;2576.79
512;349902;6.46E+06;2575.33
513;349902;6.46E+06;2574.59
514;349902;6.46E+06;2573.93
515;349902;6.46E+06;2573.58
516;349902;6.46E+06;2574.38
517;349902;6.46E+06;2576.4
518;349902;6.46E+06;2578.65
519;349902;6.46E+06;2582.2
520;349902;6.46E+06;2587.96
521;350002;6.46E+06;2608.22
522;350002;6.46E+06;2608.19
523;350002;6.46E+06;2607.15
524;350002;6.46E+06;2606.14
525;350002;6.46E+06;2604.66
526;350002;6.46E+06;2602.94
527;350002;6.46E+06;2601.55
528;350002;6.46E+06;2599.97
529;350002;6.46E+06;2599.54
530;350002;6.46E+06;2599.86
531;350002;6.46E+06;2600.53
532;350002;6.46E+06;2598.9
533;350002;6.46E+06;2596.29
534;350002;6.46E+06;2593.31
535;350002;6.46E+06;2591.53
536;350002;6.46E+06;2588.27
537;350002;6.46E+06;2585.05
538;350002;6.46E+06;2581.66
539;350002;6.46E+06;2579.79
540;350002;6.46E+06;2578.01
541;350002;6.46E+06;2576.32
542;350002;6.46E+06;2574.35
543;350002;6.46E+06;2573.6
544;350002;6.46E+06;2573.36
545;350002;6.46E+06;2573.29
546;350002;6.46E+06;2573.28
547;350002;6.46E+06;2573.74
548;350002;6.46E+06;2575.44
549;350002;6.46E+06;2577.98
550;350002;6.46E+06;2582.12
551;350002;6.46E+06;2585.98
552;350002;6.46E+06;2591.51
553;350002;6.46E+06;2596.81
554;350102;6.46E+06;2608.58
555;350102;6.46E+06;2607.94
556;350102;6.46E+06;2606.4
557;350102;6.46E+06;2604.85
558;350102;6.46E+06;2603.36
559;350102;6.46E+06;2602.16
560;350102;6.46E+06;2600.82
561;350102;6.46E+06;2599.35
562;350102;6.46E+06;2598.63
563;350102;6.46E+06;2598.54
564;350102;6.46E+06;2599.4
565;350102;6.46E+06;2597.75
566;350102;6.46E+06;2595.86
567;350102;6.46E+06;2593.53
568;350102;6.46E+06;2591.61
569;350102;6.46E+06;2588.44
570;350102;6.46E+06;2585.07
571;350102;6.46E+06;2581.01
572;350102;6.46E+06;2578.02
573;350102;6.46E+06;2575
574;350102;6.46E+06;2573.14
575;350102;6.46E+06;2572.14
576;350102;6.46E+06;2571.43
577;350102;6.46E+06;2571.54
578;350102;6.46E+06;2572.17
579;350102;6.46E+06;2572.67
580;350102;6.46E+06;2573.14
581;350102;6.46E+06;2574.66
582;350102;6.46E+06;2576.98
583;350102;6.46E+06;2580.97
584;350102;6.46E+06;2585.32
585;350102;6.46E+06;2590.02
586;350102;6.46E+06;2594.98
587;350102;6.46E+06;2599.48
588;350202;6.46E+06;2609.63
589;350202;6.46E+06;2608.71
590;350202;6.46E+06;2606.13
591;350202;6.46E+06;2603.48
592;350202;6.46E+06;2602.33
593;350202;6.46E+06;2601.51
594;350202;6.46E+06;2600.13
595;350202;6.46E+06;2598.79
596;350202;6.46E+06;2597.8
597;350202;6.46E+06;2596.86
598;350202;6.46E+06;2596.35
599;350202;6.46E+06;2595.32
600;350202;6.46E+06;2594.29
601;350202;6.46E+06;2593.05
602;350202;6.46E+06;2591.19
603;350202;6.46E+06;2588.1
604;350202;6.46E+06;2585.09
605;350202;6.46E+06;2580.56
606;350202;6.46E+06;2575.28
607;350202;6.46E+06;2571.39
608;350202;6.46E+06;2569.3
609;350202;6.46E+06;2568.38
610;350202;6.46E+06;2568.3
611;350202;6.46E+06;2568.74
612;350202;6.46E+06;2569.68
613;350202;6.46E+06;2571.05
614;350202;6.46E+06;2572.17
615;350202;6.46E+06;2573.73
616;350202;6.46E+06;2575.78
617;350202;6.46E+06;2579.6
618;350202;6.46E+06;2584.65
619;350202;6.46E+06;2588.34
620;350202;6.46E+06;2592.47
621;350202;6.46E+06;2598.16
622;350202;6.47E+06;2602.58
623;350202;6.47E+06;2605.15
624;350302;6.46E+06;2610.7
625;350302;6.46E+06;2609.63
626;350302;6.46E+06;2606.58
627;350302;6.46E+06;2603.08
628;350302;6.46E+06;2601.99
629;350302;6.46E+06;2601.38
630;350302;6.46E+06;2600.42
631;350302;6.46E+06;2598.99
632;350302;6.46E+06;2597.6
633;350302;6.46E+06;2595.95
634;350302;6.46E+06;2593.86
635;350302;6.46E+06;2593.42
636;350302;6.46E+06;2592.8
637;350302;6.46E+06;2591.64
638;350302;6.46E+06;2589.94
639;350302;6.46E+06;2587.26
640;350302;6.46E+06;2583.94
641;350302;6.46E+06;2579.22
642;350302;6.46E+06;2574.35
643;350302;6.46E+06;2569.56
644;350302;6.46E+06;2566.64
645;350302;6.46E+06;2564.93
646;350302;6.46E+06;2565.47
647;350302;6.46E+06;2566.82
648;350302;6.46E+06;2567.77
649;350302;6.46E+06;2569
650;350302;6.46E+06;2570.64
651;350302;6.46E+06;2572.87
652;350302;6.46E+06;2575.25
653;350302;6.46E+06;2579.04
654;350302;6.46E+06;2582.93
655;350302;6.46E+06;2587.13
656;350302;6.46E+06;2591.12
657;350302;6.46E+06;2595.29
658;350302;6.47E+06;2600.51
659;350302;6.47E+06;2604.08
660;350302;6.47E+06;2606.94
661;350302;6.47E+06;2608.99
662;350402;6.46E+06;2612.67
663;350402;6.46E+06;2611.18
664;350402;6.46E+06;2607.7
665;350402;6.46E+06;2604.95
666;350402;6.46E+06;2603.07
667;350402;6.46E+06;2602.13
668;350402;6.46E+06;2601.28
669;350402;6.46E+06;2599.73
670;350402;6.46E+06;2597.9
671;350402;6.46E+06;2595.45
672;350402;6.46E+06;2593.24
673;350402;6.46E+06;2591.75
674;350402;6.46E+06;2591.23
675;350402;6.46E+06;2590.52
676;350402;6.46E+06;2589.18
677;350402;6.46E+06;2586.18
678;350402;6.46E+06;2582.68
679;350402;6.46E+06;2578.17
680;350402;6.46E+06;2574.61
681;350402;6.46E+06;2569.1
682;350402;6.46E+06;2565.36
683;350402;6.46E+06;2563.61
684;350402;6.46E+06;2563.75
685;350402;6.46E+06;2564.67
686;350402;6.46E+06;2565.97
687;350402;6.46E+06;2567.67
688;350402;6.46E+06;2568.83
689;350402;6.46E+06;2571.18
690;350402;6.46E+06;2574.21
691;350402;6.46E+06;2578.38
692;350402;6.46E+06;2580.97
693;350402;6.46E+06;2585.08
694;350402;6.46E+06;2589.54
695;350402;6.46E+06;2592.86
696;350402;6.47E+06;2597.99
697;350402;6.47E+06;2602.23
698;350402;6.47E+06;2605.98
699;350402;6.47E+06;2607.95
700;350402;6.47E+06;2597.91
701;350402;6.47E+06;2595.75
702;350402;6.47E+06;2594.06
703;350402;6.47E+06;2592.63
704;350502;6.46E+06;2615.01
705;350502;6.46E+06;2613.8
706;350502;6.46E+06;2610.23
707;350502;6.46E+06;2607.1
708;350502;6.46E+06;2605.55
709;350502;6.46E+06;2603.73
710;350502;6.46E+06;2602.14
711;350502;6.46E+06;2600.63
712;350502;6.46E+06;2598.94
713;350502;6.46E+06;2596.32
714;350502;6.46E+06;2592.48
715;350502;6.46E+06;2591.03
716;350502;6.46E+06;2590.48
717;350502;6.46E+06;2590.08
718;350502;6.46E+06;2588.17
719;350502;6.46E+06;2584.93
720;350502;6.46E+06;2582.05
721;350502;6.46E+06;2578.52
722;350502;6.46E+06;2574.08
723;350502;6.46E+06;2569.38
724;350502;6.46E+06;2565.8
725;350502;6.46E+06;2562.82
726;350502;6.46E+06;2562.63
727;350502;6.46E+06;2563.13
728;350502;6.46E+06;2564.15
729;350502;6.46E+06;2565.95
730;350502;6.46E+06;2567.25
731;350502;6.46E+06;2569.04
732;350502;6.46E+06;2571.85
733;350502;6.46E+06;2576.48
734;350502;6.46E+06;2579.17
735;350502;6.46E+06;2582.44
736;350502;6.46E+06;2586.73
737;350502;6.46E+06;2591.35
738;350502;6.47E+06;2595.98
739;350502;6.47E+06;2599.75
740;350502;6.47E+06;2604.12
741;350502;6.47E+06;2607.4
742;350502;6.47E+06;2608.43
743;350502;6.47E+06;2599.26
744;350502;6.47E+06;2596.99
745;350502;6.47E+06;2595.04
746;350502;6.47E+06;2593.79
747;350502;6.47E+06;2592.58
748;350502;6.47E+06;2591.85
749;350502;6.47E+06;2592.17
750;350602;6.46E+06;2616.92
751;350602;6.46E+06;2616.71
752;350602;6.46E+06;2614.4
753;350602;6.46E+06;2610.56
754;350602;6.46E+06;2608.11
755;350602;6.46E+06;2606.63
756;350602;6.46E+06;2603.94
757;350602;6.46E+06;2601.84
758;350602;6.46E+06;2600.14
759;350602;6.46E+06;2598.43
760;350602;6.46E+06;2594.44
761;350602;6.46E+06;2591.8
762;350602;6.46E+06;2591
763;350602;6.46E+06;2590.5
764;350602;6.46E+06;2587.69
765;350602;6.46E+06;2584.15
766;350602;6.46E+06;2581.79
767;350602;6.46E+06;2579.21
768;350602;6.46E+06;2574.64
769;350602;6.46E+06;2570.32
770;350602;6.46E+06;2567.3
771;350602;6.46E+06;2563.89
772;350602;6.46E+06;2562.03
773;350602;6.46E+06;2562.31
774;350602;6.46E+06;2562.8
775;350602;6.46E+06;2564.06
776;350602;6.46E+06;2565
777;350602;6.46E+06;2567.08
778;350602;6.46E+06;2568.79
779;350602;6.46E+06;2571.94
780;350602;6.46E+06;2576.24
781;350602;6.46E+06;2580.03
782;350602;6.46E+06;2583.22
783;350602;6.46E+06;2588.4
784;350602;6.47E+06;2593.55
785;350602;6.47E+06;2597.5
786;350602;6.47E+06;2601.13
787;350602;6.47E+06;2606.17
788;350602;6.47E+06;2607.62
789;350602;6.47E+06;2607.4
790;350602;6.47E+06;2606.13
791;350602;6.47E+06;2601.98
792;350602;6.47E+06;2600.36
793;350602;6.47E+06;2597.95
794;350602;6.47E+06;2595.4
795;350602;6.47E+06;2594.26
796;350602;6.47E+06;2593.32
797;350602;6.47E+06;2592.36
798;350602;6.47E+06;2591.56
799;350602;6.47E+06;2592.06
800;350602;6.47E+06;2592.81
801;350702;6.46E+06;2618.88
802;350702;6.46E+06;2619.12
803;350702;6.46E+06;2617.76
804;350702;6.46E+06;2615.49
805;350702;6.46E+06;2612.6
806;350702;6.46E+06;2610.21
807;350702;6.46E+06;2607.42
808;350702;6.46E+06;2604.53
809;350702;6.46E+06;2602.62
810;350702;6.46E+06;2600.88
811;350702;6.46E+06;2598.5
812;350702;6.46E+06;2595.27
813;350702;6.46E+06;2593.45
814;350702;6.46E+06;2591.94
815;350702;6.46E+06;2589.46
816;350702;6.46E+06;2585.3
817;350702;6.46E+06;2582.49
818;350702;6.46E+06;2580.09
819;350702;6.46E+06;2577
820;350702;6.46E+06;2572.65
821;350702;6.46E+06;2568.97
