ID;X;Y;DEPTH
126;348602;6460000;2577.57
127;348602;6460000;2573.25
128;348602;6460000;2570.07
129;348602;6460000;2568.45
130;348602;6460000;2568.04
131;348702;6460000;2596.76
132;348702;6460000;2596.54
133;348702;6460000;2594.92
134;348702;6460000;2592.84
135;348702;6460000;2590.68
136;348702;6460000;2585.85
137;348702;6460000;2580.09
138;348702;6460000;2576.96
139;348702;6460000;2573.72
140;348702;6460000;2570.32
141;348702;6460000;2572.09
142;348702;6460000;2573.52
143;348702;6460000;2574.1
144;348702;6460000;2577.73
145;348702;6460000;2582.18
146;348702;6460000;2584.39
147;348702;6460000;2585.81
148;348702;6460000;2587.66
149;348702;6460000;2588.19
150;348702;6460000;2587.41
151;348702;6460000;2584.96
152;348702;6460000;2581.84
153;348702;6460000;2579.1
154;348702;6460000;2575.91
155;348702;6460000;2571.65
156;348702;6460000;2568.75
157;348702;6460000;2567.57
158;348702;6460000;2566.94
159;348802;6460000;2597.82
160;348802;6460000;2597.62
161;348802;6460000;2596.52
162;348802;6460000;2594.6
163;348802;6460000;2591.97
164;348802;6460000;2588.79
165;348802;6460000;2582.33
166;348802;6460000;2577.04
167;348802;6460000;2571.81
168;348802;6460000;2567.05
169;348802;6460000;2566.24
170;348802;6460000;2567.15
171;348802;6460000;2568.41
172;348802;6460000;2570.46
173;348802;6460000;2575.21
174;348802;6460000;2578.61
175;348802;6460000;2581.28
176;348802;6460000;2583.41
177;348802;6460000;2585.14
178;348802;6460000;2584.54
179;348802;6460000;2581.53
180;348802;6460000;2578.83
181;348802;6460000;2575.83
182;348802;6460000;2572.67
183;348802;6460000;2569.4
184;348802;6460000;2567.88
185;348802;6460000;2566.58
186;348802;6460000;2566.28
187;348902;6460000;2597.55
188;348902;6460000;2598.73
189;348902;6460000;2598.51
190;348902;6460000;2597.61
191;348902;6460000;2596
192;348902;6460000;2593.49
193;348902;6460000;2590.54
194;348902;6460000;2584.24
195;348902;6460000;2577.97
196;348902;6460000;2571.15
197;348902;6460000;2565.97
198;348902;6460000;2562.77
199;348902;6460000;2562.33
200;348902;6460000;2563.81
201;348902;6460000;2565.43
202;348902;6460000;2569.07
203;348902;6460000;2573.09
204;348902;6460000;2577.43
205;348902;6460000;2579.73
206;348902;6460000;2581.65
207;348902;6460000;2581.61
208;348902;6460000;2579.05
209;348902;6460000;2576.26
210;348902;6460000;2572.61
211;348902;6460000;2569.98
212;348902;6460000;2567.88
213;348902;6460000;2566.65
214;348902;6460000;2565.72
215;348902;6460000;2565.83
216;348902;6460000;2567.94
217;349002;6460000;2598.09
218;349002;6460000;2599.61
219;349002;6460000;2599.82
220;349002;6460000;2598.52
221;349002;6460000;2597.22
222;349002;6460000;2595.55
223;349002;6460000;2592.21
224;349002;6460000;2585.65
225;349002;6460000;2579.84
226;349002;6460000;2572.88
227;349002;6460000;2564.31
228;349002;6460000;2560.23
229;349002;6460000;2558.82
230;349002;6460000;2558.99
231;349002;6460000;2559.55
232;349002;6460000;2563.03
233;349002;6460000;2566.57
234;349002;6460000;2571.85
235;349002;6460000;2575.65
236;349002;6460000;2577.09
237;349002;6460000;2577.72
238;349002;6460000;2576.68
239;349002;6460000;2572.59
240;349002;6460000;2568.91
241;349002;6460000;2566.9
242;349002;6460000;2565.93
243;349002;6460000;2564.94
244;349002;6460000;2564.67
245;349002;6460000;2565.22
246;349002;6460000;2567.08
247;349102;6460000;2598.3
248;349102;6460000;2600.27
249;349102;6460000;2601.21
250;349102;6460000;2599.27
251;349102;6460000;2597.73
252;349102;6460000;2596.3
253;349102;6460000;2595.11
254;349102;6460000;2587.75
255;349102;6460000;2581.32
256;349102;6460000;2574.46
257;349102;6460000;2566.17
258;349102;6460000;2560.54
259;349102;6460000;2558.36
260;349102;6460000;2556.56
261;349102;6460000;2554.08
262;349102;6460000;2558.46
263;349102;6460000;2562.07
264;349102;6460000;2565.73
265;349102;6460000;2569.63
266;349102;6460000;2572.55
267;349102;6460000;2573.14
268;349102;6460000;2572.09
269;349102;6460000;2569.47
270;349102;6460000;2566.34
271;349102;6460000;2563.85
272;349102;6460000;2562.67
273;349102;6460000;2563.07
274;349102;6460000;2563.69
275;349102;6460000;2564.37
276;349102;6460000;2566.88
277;349202;6460000;2597.95
278;349202;6460000;2600.75
279;349202;6460000;2601.88
280;349202;6460000;2600
281;349202;6460000;2597.7
282;349202;6460000;2595.71
283;349202;6460000;2594.78
284;349202;6460000;2589.64
285;349202;6460000;2582.57
286;349202;6460000;2574.6
287;349202;6460000;2568.95
288;349202;6460000;2562.57
289;349202;6460000;2558.83
290;349202;6460000;2556.1
291;349202;6460000;2554.25
292;349202;6460000;2555.31
293;349202;6460000;2558.32
294;349202;6460000;2562.04
295;349202;6460000;2564.42
296;349202;6460000;2566.96
297;349202;6460000;2568.09
298;349202;6460000;2568
299;349202;6460000;2567.07
300;349202;6460000;2564.28
301;349202;6460000;2561.92
302;349202;6460000;2560.87
303;349202;6460000;2561.33
304;349202;6460000;2562.15
305;349202;6460000;2563.55
306;349202;6460000;2566.98
307;349302;6460000;2596.99
308;349302;6460000;2600.65
309;349302;6460000;2602.56
310;349302;6460000;2600.21
311;349302;6460000;2597.05
312;349302;6460000;2594.53
313;349302;6460000;2593.54
314;349302;6460000;2588.94
315;349302;6460000;2582.89
316;349302;6460000;2575.57
317;349302;6460000;2569.84
318;349302;6460000;2563.95
319;349302;6460000;2560.04
320;349302;6460000;2556.66
321;349302;6460000;2554.59
322;349302;6460000;2554.38
323;349302;6460000;2555.83
324;349302;6460000;2559.01
325;349302;6460000;2561.17
326;349302;6460000;2562.54
327;349302;6460000;2563.88
328;349302;6460000;2565.26
329;349302;6460000;2564.66
330;349302;6460000;2562.55
331;349302;6460000;2560.81
332;349302;6460000;2559.78
333;349302;6460000;2560.15
334;349302;6460000;2560.87
335;349302;6460000;2562.48
336;349302;6460000;2566.21
337;349402;6460000;2595.11
338;349402;6460000;2598.72
339;349402;6460000;2604.13
340;349402;6460000;2599.08
341;349402;6460000;2595.6
342;349402;6460000;2592.74
343;349402;6460000;2590.18
344;349402;6460000;2586.23
345;349402;6460000;2582.07
346;349402;6460000;2577.12
347;349402;6460000;2569.95
348;349402;6460000;2565.03
349;349402;6460000;2561.93
350;349402;6460000;2558.39
351;349402;6460000;2555.1
352;349402;6460000;2554.26
353;349402;6460000;2554.33
354;349402;6460000;2555.84
355;349402;6460000;2557.91
356;349402;6460000;2558.41
357;349402;6460000;2559.45
358;349402;6460000;2561.66
359;349402;6460000;2561.94
360;349402;6460000;2560.65
361;349402;6460000;2559.92
362;349402;6460000;2558.87
363;349402;6460000;2559.06
364;349402;6460000;2559.81
365;349402;6460000;2561.09
366;349402;6460000;2564.05
367;349502;6460000;2593.05
368;349502;6460000;2595.87
369;349502;6460000;2598.97
370;349502;6460000;2597.06
371;349502;6460000;2593.95
372;349502;6460000;2590.18
373;349502;6460000;2585.94
374;349502;6460000;2583.72
375;349502;6460000;2580.72
376;349502;6460000;2576.63
377;349502;6460000;2571.35
378;349502;6460000;2566.5
379;349502;6460000;2563.14
380;349502;6460000;2560.06
381;349502;6460000;2556.8
382;349502;6460000;2554.66
383;349502;6460000;2554.15
384;349502;6460000;2554.1
385;349502;6460000;2554.94
386;349502;6460000;2556.28
387;349502;6460000;2557.16
388;349502;6460000;2557.97
389;349502;6460000;2559.12
390;349502;6460000;2559.3
391;349502;6460000;2558.76
392;349502;6460000;2558.04
393;349502;6460000;2558.28
394;349502;6460000;2559.4
395;349502;6460000;2560.84
396;349502;6460000;2564.09
397;349502;6460000;2570.08
398;349602;6460000;2590.11
399;349602;6460000;2592.64
400;349602;6460000;2594.27
401;349602;6460000;2593.59
402;349602;6460000;2590.86
403;349602;6460000;2586.94
404;349602;6460000;2583.71
405;349602;6460000;2581.24
406;349602;6460000;2578.85
407;349602;6460000;2575.55
408;349602;6460000;2572.58
409;349602;6460000;2568.15
410;349602;6460000;2564.48
411;349602;6460000;2560.99
412;349602;6460000;2558.66
413;349602;6460000;2555.76
414;349602;6460000;2554.14
415;349602;6460000;2553.35
416;349602;6460000;2553.35
417;349602;6460000;2554.06
418;349602;6460000;2554.92
419;349602;6460000;2555.9
420;349602;6460000;2556.69
421;349602;6460000;2557.27
422;349602;6460000;2557.33
423;349602;6460000;2557.31
424;349602;6460000;2557.67
425;349602;6460000;2558.96
426;349602;6460000;2561.12
427;349602;6460000;2565.2
428;349602;6460000;2569.22
429;349702;6460000;2587.7
430;349702;6460000;2589.31
431;349702;6460000;2590.74
432;349702;6460000;2589.81
433;349702;6460000;2587.51
434;349702;6460000;2584.83
435;349702;6460000;2581.48
436;349702;6460000;2579.12
437;349702;6460000;2577.37
438;349702;6460000;2575.42
439;349702;6460000;2572.64
440;349702;6460000;2568.95
441;349702;6460000;2565.78
442;349702;6460000;2562.29
443;349702;6460000;2559.57
444;349702;6460000;2556.61
445;349702;6460000;2554.43
446;349702;6460000;2552.79
447;349702;6460000;2552.35
448;349702;6460000;2552.41
449;349702;6460000;2552.95
450;349702;6460000;2554.06
451;349702;6460000;2554.85
452;349702;6460000;2555.3
453;349702;6460000;2555.91
454;349702;6460000;2556.58
455;349702;6460000;2557.1
456;349702;6460000;2558.59
457;349702;6460000;2560.9
458;349702;6460000;2565.02
459;349702;6460000;2569.42
460;349802;6460000;2585.68
461;349802;6460000;2586.19
462;349802;6460000;2586.25
463;349802;6460000;2585.16
464;349802;6460000;2583.56
465;349802;6460000;2582.5
466;349802;6460000;2579.44
467;349802;6460000;2577.16
468;349802;6460000;2576.05
469;349802;6460000;2575.16
470;349802;6460000;2572.82
471;349802;6460000;2569.55
472;349802;6460000;2567.11
473;349802;6460000;2564.04
474;349802;6460000;2560.29
475;349802;6460000;2557.37
476;349802;6460000;2555.19
477;349802;6460000;2552.73
478;349802;6460000;2551.09
479;349802;6460000;2550.73
480;349802;6460000;2550.84
481;349802;6460000;2551.74
482;349802;6460000;2552.66
483;349802;6460000;2553.08
484;349802;6460000;2553.89
485;349802;6460000;2555.15
486;349802;6460000;2556.47
487;349802;6460000;2558.08
488;349802;6460000;2560.14
489;349802;6460000;2564.22
490;349902;6460000;2584.99
491;349902;6460000;2584.61
492;349902;6460000;2582.72
493;349902;6460000;2581.55
494;349902;6460000;2581.07
495;349902;6460000;2579.67
496;349902;6460000;2577.7
497;349902;6460000;2576.16
498;349902;6460000;2575.3
499;349902;6460000;2574.38
500;349902;6460000;2573.69
501;349902;6460000;2570.4
502;349902;6460000;2567.67
503;349902;6460000;2564.86
504;349902;6460000;2561.82
505;349902;6460000;2558.29
506;349902;6460000;2555.63
507;349902;6460000;2552.72
508;349902;6460000;2550.36
509;349902;6460000;2549.55
510;349902;6460000;2549.36
511;349902;6460000;2549.53
512;349902;6460000;2550.33
513;349902;6460000;2551.56
514;349902;6460000;2552.37
515;349902;6460000;2553.48
516;349902;6460000;2555.38
517;349902;6460000;2557.54
518;349902;6460000;2559.9
519;349902;6460000;2563.98
520;349902;6460000;2569.18
521;350002;6460000;2585
522;350002;6460000;2583.59
523;350002;6460000;2581.11
524;350002;6460000;2579.67
525;350002;6460000;2578.47
526;350002;6460000;2577.44
527;350002;6460000;2576.45
528;350002;6460000;2575.12
529;350002;6460000;2574.28
530;350002;6460000;2573.68
531;350002;6460000;2573.38
532;350002;6460000;2570.96
533;350002;6460000;2568.15
534;350002;6460000;2565.15
535;350002;6460000;2563.23
536;350002;6460000;2559.68
537;350002;6460000;2556.17
538;350002;6460000;2552.45
539;350002;6460000;2550.3
540;350002;6460000;2548.46
541;350002;6460000;2547.76
542;350002;6460000;2547.9
543;350002;6460000;2548.36
544;350002;6460000;2549.5
545;350002;6460000;2550.73
546;350002;6460000;2552.34
547;350002;6460000;2553.9
548;350002;6460000;2556.56
549;350002;6460000;2559.68
550;350002;6460000;2564.2
551;350002;6460000;2567.91
552;350002;6460000;2573.53
553;350002;6460000;2579.21
554;350102;6460000;2585.8
555;350102;6460000;2583.67
556;350102;6460000;2580.42
557;350102;6460000;2578.17
558;350102;6460000;2576.66
559;350102;6460000;2575.87
560;350102;6460000;2575.07
561;350102;6460000;2573.97
562;350102;6460000;2573.35
563;350102;6460000;2572.96
564;350102;6460000;2572.76
565;350102;6460000;2570.6
566;350102;6460000;2568.43
567;350102;6460000;2565.87
568;350102;6460000;2563.78
569;350102;6460000;2560.6
570;350102;6460000;2557.18
571;350102;6460000;2552.85
572;350102;6460000;2549.74
573;350102;6460000;2547.37
574;350102;6460000;2546.21
575;350102;6460000;2546.23
576;350102;6460000;2546.63
577;350102;6460000;2547.42
578;350102;6460000;2548.74
579;350102;6460000;2550.73
580;350102;6460000;2552.72
581;350102;6460000;2555.41
582;350102;6460000;2558.66
583;350102;6460000;2563.19
584;350102;6460000;2567.54
585;350102;6460000;2572.57
586;350102;6460000;2577.95
587;350102;6460000;2582.89
588;350202;6460000;2587.64
589;350202;6460000;2585.24
590;350202;6460000;2580.63
591;350202;6460000;2576.78
592;350202;6460000;2575.35
593;350202;6460000;2574.5
594;350202;6460000;2573.51
595;350202;6460000;2572.93
596;350202;6460000;2572.5
597;350202;6460000;2572.05
598;350202;6460000;2571.28
599;350202;6460000;2569.7
600;350202;6460000;2568.26
601;350202;6460000;2566.31
602;350202;6460000;2564.14
603;350202;6460000;2561.42
604;350202;6460000;2558.56
605;350202;6460000;2553.91
606;350202;6460000;2548.87
607;350202;6460000;2545.98
608;350202;6460000;2544.39
609;350202;6460000;2543.92
610;350202;6460000;2544.28
611;350202;6460000;2544.78
612;350202;6460000;2545.84
613;350202;6460000;2547.99
614;350202;6460000;2550.94
615;350202;6460000;2553.71
616;350202;6460000;2556.89
617;350202;6460000;2561.52
618;350202;6460000;2566.86
619;350202;6460000;2571.1
620;350202;6460000;2575.85
621;350202;6460000;2582.2
622;350202;6470000;2586.49
623;350202;6470000;2588.99
624;350302;6460000;2589.44
625;350302;6460000;2586.8
626;350302;6460000;2581.74
627;350302;6460000;2576.76
628;350302;6460000;2574.96
629;350302;6460000;2574.03
630;350302;6460000;2573.19
631;350302;6460000;2572.72
632;350302;6460000;2572.26
633;350302;6460000;2571.58
634;350302;6460000;2570.36
635;350302;6460000;2569.3
636;350302;6460000;2567.94
637;350302;6460000;2566.17
638;350302;6460000;2564.14
639;350302;6460000;2561.61
640;350302;6460000;2558.48
641;350302;6460000;2554.15
642;350302;6460000;2549.59
643;350302;6460000;2545.42
644;350302;6460000;2543.12
645;350302;6460000;2541.84
646;350302;6460000;2542.11
647;350302;6460000;2543.05
648;350302;6460000;2543.93
649;350302;6460000;2545.47
650;350302;6460000;2548.34
651;350302;6460000;2552.19
652;350302;6460000;2555.75
653;350302;6460000;2560.41
654;350302;6460000;2564.82
655;350302;6460000;2569.85
656;350302;6460000;2574.74
657;350302;6460000;2579.63
658;350302;6470000;2584.67
659;350302;6470000;2588.01
660;350302;6470000;2590.67
661;350302;6470000;2592.58
662;350402;6460000;2592.47
663;350402;6460000;2589.03
664;350402;6460000;2583.24
665;350402;6460000;2579.16
666;350402;6460000;2576.01
667;350402;6460000;2574.47
668;350402;6460000;2573.7
669;350402;6460000;2573.07
670;350402;6460000;2572.53
671;350402;6460000;2571.58
672;350402;6460000;2570.41
673;350402;6460000;2569.05
674;350402;6460000;2567.79
675;350402;6460000;2566.07
676;350402;6460000;2564.42
677;350402;6460000;2561.71
678;350402;6460000;2558.53
679;350402;6460000;2554.25
680;350402;6460000;2550.85
681;350402;6460000;2545.98
682;350402;6460000;2542.64
683;350402;6460000;2540.84
684;350402;6460000;2540.72
685;350402;6460000;2541.05
686;350402;6460000;2541.93
687;350402;6460000;2543.79
688;350402;6460000;2545.76
689;350402;6460000;2549.63
690;350402;6460000;2554.08
691;350402;6460000;2559.38
692;350402;6460000;2562.41
693;350402;6460000;2567.59
694;350402;6460000;2573.21
695;350402;6460000;2577.14
696;350402;6470000;2582.32
697;350402;6470000;2586.24
698;350402;6470000;2589.6
699;350402;6470000;2591.34
700;350402;6470000;2578.01
701;350402;6470000;2575.34
702;350402;6470000;2573.67
703;350402;6470000;2572.83
704;350502;6460000;2595.82
705;350502;6460000;2592.77
706;350502;6460000;2586.63
707;350502;6460000;2581.53
708;350502;6460000;2578.57
709;350502;6460000;2575.82
710;350502;6460000;2574.28
711;350502;6460000;2573.77
712;350502;6460000;2573.37
713;350502;6460000;2572.39
714;350502;6460000;2570.42
715;350502;6460000;2569.2
716;350502;6460000;2568.14
717;350502;6460000;2566.67
718;350502;6460000;2564.3
719;350502;6460000;2561.59
720;350502;6460000;2559.03
721;350502;6460000;2555.58
722;350502;6460000;2551.25
723;350502;6460000;2546.95
724;350502;6460000;2543.42
725;350502;6460000;2540.27
726;350502;6460000;2539.64
727;350502;6460000;2539.42
728;350502;6460000;2539.86
729;350502;6460000;2541.45
730;350502;6460000;2543.68
731;350502;6460000;2546.75
732;350502;6460000;2550.91
733;350502;6460000;2556.95
734;350502;6460000;2560.27
735;350502;6460000;2564.61
736;350502;6460000;2570.13
737;350502;6460000;2575.72
738;350502;6470000;2580.31
739;350502;6470000;2583.78
740;350502;6470000;2587.73
741;350502;6470000;2590.55
742;350502;6470000;2590.94
743;350502;6470000;2580.51
744;350502;6470000;2577.46
745;350502;6470000;2574.97
746;350502;6470000;2573.51
747;350502;6470000;2572.62
748;350502;6470000;2572.77
749;350502;6470000;2573.83
750;350602;6460000;2598.42
751;350602;6460000;2596.84
752;350602;6460000;2592.01
753;350602;6460000;2585.26
754;350602;6460000;2581.31
755;350602;6460000;2578.71
756;350602;6460000;2575.61
757;350602;6460000;2574.78
758;350602;6460000;2574.29
759;350602;6460000;2573.96
760;350602;6460000;2572.06
761;350602;6460000;2569.99
762;350602;6460000;2568.9
763;350602;6460000;2567.89
764;350602;6460000;2564.74
765;350602;6460000;2561.56
766;350602;6460000;2559.44
767;350602;6460000;2557.16
768;350602;6460000;2552.73
769;350602;6460000;2548.22
770;350602;6460000;2545.1
771;350602;6460000;2541.3
772;350602;6460000;2538.75
773;350602;6460000;2538.41
774;350602;6460000;2538.32
775;350602;6460000;2538.59
776;350602;6460000;2540.99
777;350602;6460000;2544.36
778;350602;6460000;2547.14
779;350602;6460000;2551.74
780;350602;6460000;2557.04
781;350602;6460000;2561.9
782;350602;6460000;2566.13
783;350602;6460000;2572.67
784;350602;6470000;2577.73
785;350602;6470000;2581.46
786;350602;6470000;2584.76
787;350602;6470000;2589.1
788;350602;6470000;2589.76
789;350602;6470000;2589.42
790;350602;6470000;2588.22
791;350602;6470000;2584.71
792;350602;6470000;2582.92
793;350602;6470000;2580.24
794;350602;6470000;2576.65
795;350602;6470000;2574.58
796;350602;6470000;2573.35
797;350602;6470000;2572.48
798;350602;6470000;2572.53
799;350602;6470000;2573.69
800;350602;6470000;2574.97
801;350702;6460000;2601.27
802;350702;6460000;2599.99
803;350702;6460000;2596.01
804;350702;6460000;2591.26
805;350702;6460000;2586.35
806;350702;6460000;2582.6
807;350702;6460000;2579.28
808;350702;6460000;2576.95
809;350702;6460000;2576.21
810;350702;6460000;2575.85
811;350702;6460000;2574.72
812;350702;6460000;2572.51
813;350702;6460000;2570.92
814;350702;6460000;2569.37
815;350702;6460000;2567.07
816;350702;6460000;2563.25
817;350702;6460000;2560.6
818;350702;6460000;2558.17
819;350702;6460000;2555.21
820;350702;6460000;2550.85
821;350702;6460000;2546.99
822;350702;6460000;2542.76
823;350702;6460000;2539.4
824;350702;6460000;2537.55
825;350702;6460000;2536.74
826;350702;6460000;2536.69
827;350702;6460000;2537.96
828;350702;6460000;2540.61
829;350702;6460000;2543.34
830;350702;6460000;2547.15
831;350702;6460000;2551.24
832;350702;6460000;2556.39
833;350702;6460000;2561.38
834;350702;6460000;2567.47
835;350702;6470000;2572.39
836;350702;6470000;2576.9
837;350702;6470000;2581.18
838;350702;6470000;2585.47
839;350702;6470000;2587.39
840;350702;6470000;2587.17
841;350702;6470000;2585.7
842;350702;6470000;2584.35
843;350702;6470000;2583.12
844;350702;6470000;2581.29
845;350702;6470000;2578.51
846;350702;6470000;2575.87
847;350702;6470000;2573.85
848;350702;6470000;2572.72
849;350702;6470000;2572.4
850;350702;6470000;2572.52
851;350702;6470000;2573.32
852;350702;6470000;2574.91
853;350702;6470000;2577.98
854;350702;6470000;2580.15
855;350702;6470000;2581.86
856;350802;6460000;2602.58
857;350802;6460000;2601.92
858;350802;6460000;2598.66
859;350802;6460000;2595.84
860;350802;6460000;2591.23
861;350802;6460000;2586.21
862;350802;6460000;2582.91
863;350802;6460000;2579.91
864;350802;6460000;2578.58
865;350802;6460000;2577.6
866;350802;6460000;2576.57
867;350802;6460000;2574.74
868;350802;6460000;2573.04
869;350802;6460000;2571
870;350802;6460000;2569.18
871;350802;6460000;2565.72
872;350802;6460000;2562.61
873;350802;6460000;2559.4
874;350802;6460000;2556.96
875;350802;6460000;2552.95
876;350802;6460000;2548.74
877;350802;6460000;2543.73
878;350802;6460000;2540.56
879;350802;6460000;2537.42
880;350802;6460000;2535.75
881;350802;6460000;2535.5
882;350802;6460000;2536.21
883;350802;6460000;2537.89
884;350802;6460000;2540.32
885;350802;6460000;2544.07
886;350802;6460000;2546.73
887;350802;6460000;2550.9
888;350802;6460000;2556.24
889;350802;6460000;2561.22
890;350802;6470000;2566.53
891;350802;6470000;2571.74
892;350802;6470000;2577.69
893;350802;6470000;2581.77
894;350802;6470000;2584.39
895;350802;6470000;2584.52
896;350802;6470000;2583.41
897;350802;6470000;2582.36
898;350802;6470000;2580.85
899;350802;6470000;2579.13
900;350802;6470000;2576.73
901;350802;6470000;2574.73
902;350802;6470000;2572.54
903;350802;6470000;2571.82
904;350802;6470000;2572.28
905;350802;6470000;2572.64
906;350802;6470000;2573.37
907;350802;6470000;2575.08
908;350802;6470000;2578.32
909;350802;6470000;2580.19
910;350802;6470000;2582.22
911;350802;6470000;2583.83
912;350802;6470000;2585.29
913;350902;6460000;2603.29
914;350902;6460000;2603.59
915;350902;6460000;2602.1
916;350902;6460000;2599.7
917;350902;6460000;2596.24
918;350902;6460000;2591.25
919;350902;6460000;2586.15
920;350902;6460000;2583.2
921;350902;6460000;2581.65
922;350902;6460000;2579.85
923;350902;6460000;2578.28
924;350902;6460000;2576.73
925;350902;6460000;2575.39
926;350902;6460000;2573.45
927;350902;6460000;2571.12
928;350902;6460000;2568.47
929;350902;6460000;2565.66
930;350902;6460000;2561.7
931;350902;6460000;2558.1
932;350902;6460000;2554.6
933;350902;6460000;2551.03
934;350902;6460000;2545.98
935;350902;6460000;2540.86
936;350902;6460000;2537.46
937;350902;6460000;2535.2
938;350902;6460000;2534.21
939;350902;6460000;2534.84
940;350902;6460000;2535.73
941;350902;6460000;2537.16
942;350902;6460000;2540.03
943;350902;6460000;2542.92
944;350902;6460000;2545.2
945;350902;6460000;2548.87
946;350902;6460000;2554.82
947;350902;6470000;2560.04
948;350902;6470000;2565.2
949;350902;6470000;2572.2
950;350902;6470000;2578.66
951;350902;6470000;2580.92
952;350902;6470000;2581.26
953;350902;6470000;2581
954;350902;6470000;2579.58
955;350902;6470000;2577.69
956;350902;6470000;2576.29
957;350902;6470000;2575.03
958;350902;6470000;2572.55
959;350902;6470000;2570.55
960;350902;6470000;2570.46
961;350902;6470000;2571.9
962;350902;6470000;2572.99
963;350902;6470000;2573.8
964;350902;6470000;2575.07
965;350902;6470000;2578.07
966;350902;6470000;2580.74
967;350902;6470000;2582.47
968;350902;6470000;2583.92
969;350902;6470000;2585.63
970;350902;6470000;2586.79
971;351002;6460000;2603.65
972;351002;6460000;2604.37
973;351002;6460000;2604.51
974;351002;6460000;2603.29
975;351002;6460000;2599.45
976;351002;6460000;2596.14
977;351002;6460000;2591.73
978;351002;6460000;2586.8
979;351002;6460000;2584.27
980;351002;6460000;2582.63
981;351002;6460000;2580.52
982;351002;6460000;2578.34
983;351002;6460000;2576.99
984;351002;6460000;2575.99
985;351002;6460000;2574.25
986;351002;6460000;2571.07
987;351002;6460000;2568.34
988;351002;6460000;2564.8
989;351002;6460000;2559.7
990;351002;6460000;2555.73
991;351002;6460000;2552.55
992;351002;6460000;2548.16
993;351002;6460000;2541.49
994;351002;6460000;2537.57
995;351002;6460000;2535.13
996;351002;6460000;2533.29
997;351002;6460000;2533.7
998;351002;6460000;2534.6
