wc;x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70;x71;x72;x73;x74;x75;x76;x77;x78;x79;x80;x81;x82;x83;x84;x85;x86;x87;x88;x89;x90;x91;x92;x93;x94;x95;x96;x97;x98;x99
0.27379899999999996;0.21;0.20999999999999996;0.21000000000000002;0.17;0.17;0.3194999999995817;0.4;0.4;0.4;0.4;0.38199999999986356;0.34;0.3400000000000001;0.393900000000025;0.45;0.45;0.44999999999999996;0.44999999999999996;0.45;0.44999999999999996;0.45000000000000007;0.66;0.6599999999999999;0.66;0.66;0.76;0.76;0.7600000000000001;0.76;0.76;0.7600000000000001;0.76;0.76;0.76;0.76;0.76;0.76;0.7592999999998568;0.69;0.69;0.69;0.69;0.69;0.81;0.81;0.81;0.81;0.81;0.81;0.81;0.81;0.81;0.81;0.81;0.81;0.8699999999999999;0.87;0.87;0.87;0.8700000000000001;0.8700000000000001;0.87;0.87;0.8699999999999999;0.87;0.8024999999998295;0.72;0.72;0.8031999999998817;0.8499999999999999;0.85;0.85;0.85;0.8499999999999999;0.85;0.85;0.85;0.85;0.85;0.8231999999999728;0.81;0.81;0.81;0.81;0.8100000000000002;0.81;0.6;0.6;0.6;0.5999999999999999;0.6;0.6;0.5104000000020372;0.04;0.04;0.04;0.04;0.04000000000000001;0.08000000000000002;0.08
0.294157;0.19;0.19;0.19;0.19;0.48;0.48;0.38;0.5542000000005675;0.64;0.64;0.64;0.64;0.64;0.64;0.38;0.68;0.68;0.68;0.6799999999999999;0.68;0.68;0.68;0.68;0.68;0.6800000000000002;0.68;0.6799999999999999;0.68;0.68;0.68;0.6799999999999999;0.68;0.68;0.68;0.6800000000000002;0.68;0.68;0.68;0.68;0.68;0.68;0.6800000000000002;0.72;0.72;0.66;0.66;0.5845999999994198;0.37;0.37;0.6699999999999999;0.67;0.37;0.37;0.69;0.7122000000000409;0.72;0.72;0.72;0.72;0.6800000000000002;0.68;0.37;0.37;0.68;0.68;0.68;0.6800000000000002;0.68;0.68;0.6354999999997613;0.6299999999999999;0.6399999999999999;0.6400000000000001;0.64;0.35799999999959076;0.34;0.62;0.62;0.62;0.62;0.6200000000000001;0.6383000000000614;0.65;0.6546000000000318;0.67;0.67;0.6765999999999864;0.68;0.68;0.68;0.46;0.46;0.46;0.04000000000000001;0.04;0.039999999999999994;0.039999999999999994;0.039999999999999994;0.028599999999986355;0.010000000000000002
0.254191;0.03;0.03;0.03;0.26099999999983636;0.33;0.32999999999999996;0.33000000000000007;0.33;0.42;0.42;0.42;0.42;0.42000000000000004;0.42;0.42;0.41999999999999993;0.36719999999956343;0.29999999999999993;0.3;0.3;0.3;0.3;0.3;0.45959999999955425;0.58;0.69;0.5914000000000528;0.4000000000000001;0.71;0.71;0.71;0.4;0.4;0.5363000000001978;0.6899999999999998;0.8299999999999998;0.8371999999999726;0.86;0.8599999999999999;0.86;0.8540000000000001;0.85;0.85;0.8500000000000001;0.8499999999999999;0.8500000000000001;0.79;0.746199999999768;0.73;0.73;0.73;0.85;0.85;0.8499999999999999;0.85;0.85;0.8499999999999999;0.7177000000002673;0.64;0.64;0.64;0.6400000000000001;0.14;0.14;0.18560000000005458;0.2;0.19999999999999998;0.36;0.22;0.21999999999999997;0.01;0.01;0.01;0.010000000000000002;0.010000000000000002;0.01;0.01;0.009999999999999998;0.009999999999999998;0.01;0.010000000000000002;0.010000000000000002;0.01;0.01;0.01;0.01;0.010000000000000002;0.010000000000000002;0.009999999999999998;0.01;0.032999999999477045;0.23999999999999996;0.41;0.41;0.41000000000000003;0.4099999999999999;0.41;0.41000000000000003;0.41;0.4099999999999999
0.290238;0.22;0.22;0.16600000000010912;0.11999999999999998;0.12;0.12;0.12;0.12;0.12;0.40829999999978855;0.43;0.43;0.42999999999999994;0.43;0.43;0.43;0.43;0.43;0.43;0.43;0.43000000000000005;0.43;0.43;0.42999999999999994;0.43;0.36;0.36;0.36;0.36;0.36;0.36;0.36;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.19550000000044337;0.14999999999999997;0.15;0.15;0.01;0.01;0.01;0.01;0.01;0.009999999999999998;0.01;0.009999999999999998;0.01;0.010000000000000002;0.009999999999999998;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.010000000000000002;0.010000000000000002;0.010000000000000002;0.01;0.01;0.01;0.01;0.01;0.009999999999999998;0.057999999999999996;0.09;0.09;0.09;0.09;0.09;0.01;0.010000000000000002;0.01;0.01;0.01;0.010000000000000002;0.009999999999999998;0.01;0.01;0.01;0.01;0.009999999999999998;0.01;0.01
0.368722;0.69;0.69;0.6899999999999998;0.8724999999989995;0.94;0.94;0.94;0.94;0.9231999999999126;0.8800000000000001;0.88;0.88;0.8800000000000001;0.88;0.8800000000000001;0.88;0.88;0.88;0.8800000000000001;0.8799999999999999;0.8800000000000001;0.88;0.88;0.8800000000000001;0.88;0.8800000000000001;0.8800000000000001;0.88;0.88;0.8800000000000001;0.8889999999999317;0.9100000000000001;0.91;0.91;0.9099999999999999;0.9099999999999999;0.91;0.9099999999999999;0.91;0.91;0.9100000000000001;0.9099999999999999;0.91;0.91;0.9099999999999999;0.91;0.9099999999999999;0.91;0.9100000000000001;0.9099999999999999;0.91;0.9099999999999999;0.9100000000000001;0.91;0.9156000000000546;0.95;0.9499999999999998;0.95;0.95;0.95;0.95;0.95;0.95;0.9499999999999998;0.97;0.97;0.9699999999999999;0.97;0.97;0.97;0.97;0.616200000000422;0.39;0.39;0.39;0.39;0.39;0.39000000000000007;0.39;0.75;0.7500000000000001;0.9299999999999999;0.93;0.93;0.9300000000000002;0.9299999999999999;0.93;0.9299999999999999;0.9700000000000001;0.9699999999999999;0.9700000000000001;0.9700000000000001;0.97;0.97;0.9537999999999591;0.94;0.94;0.94;0.94;0.94
0.25002800000000003;0.89;0.89;0.89;0.89;0.89;0.89;0.8899999999999999;0.41600000000122783;0.29;0.7791000000003655;0.96;0.96;0.96;0.96;0.96;0.9600000000000001;0.96;0.96;0.9370000000000682;0.9099999999999999;0.9100000000000001;0.91;0.6992000000019737;0.29;0.4692000000009313;0.93;0.93;0.9300000000000002;0.9299999999999999;0.93;0.93;0.8844999999995568;0.28;0.2864999999983743;0.93;0.9299999999999999;0.9300000000000002;0.9299999999999999;0.93;0.28;0.28;0.8800000000000001;0.8800000000000001;0.8799999999999999;0.8800000000000001;0.88;0.8800000000000001;0.94;0.94;0.94;0.95;0.95;0.95;0.95;0.93;0.9299999999999999;0.9300000000000002;0.95;0.95;0.94;0.94;0.82;0.8200000000000001;0.82;0.82;0.8199999999999998;0.82;0.82;0.9927999999993451;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9352000000002456;0.9099999999999999;0.9100000000000001;0.91;0.9099999999999999;0.91;0.9208000000000274;0.93;0.93;0.9300000000000002;0.9299999999999999;0.9300000000000002;0.93;0.9300000000000002;0.9179999999999635;0.89;0.89;0.8900000000000001;0.8899999999999999;0.89;0.89;0.8386999999998704;0.32;0.32
0.378736;0.84;0.84;0.84;0.8400000000000001;0.84;0.84;0.8399999999999999;0.84;0.84;0.8399999999999999;0.84;0.8399999999999999;0.8848000000000729;0.92;0.9199999999999999;0.9199999999999999;0.9200000000000002;0.92;0.9200000000000002;0.92;0.92;0.92;0.92;0.92;0.92;0.92;0.9200000000000002;0.6496999999989395;0.39;0.39;0.39;0.39;0.96;0.96;0.96;0.9600000000000001;0.96;0.9600000000000001;0.96;0.9600000000000001;0.96;0.96;0.96;0.6236999999985743;0.39;0.39;0.39;0.83;0.83;0.8299999999999998;0.91;0.9100000000000001;0.91;0.9099999999999999;0.91;0.9130000000000545;0.9299999999999999;0.93;0.9300000000000002;0.9300000000000002;0.93;0.9300000000000002;0.93;0.9300000000000002;0.8700000000000001;0.87;0.87;0.92;0.92;0.9199999999999999;0.92;0.92;0.92;0.92;0.9200000000000002;0.9124999999999659;0.91;0.91;0.9099999999999999;0.91;0.9100000000000001;0.91;0.9100000000000001;0.91;0.9100000000000001;0.4;0.4;0.4;0.6068000000007694;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.8699999999999999;0.87;0.8700000000000001;0.87;0.87;0.87;0.87;0.87
0.342447;0.68;0.68;0.68;0.6800000000000002;0.68;0.68;0.68;0.68;0.68;0.68;0.68;0.704;0.74;0.74;0.74;0.74;0.74;0.74;0.74;0.74;0.74;0.74;0.7400000000000001;0.74;0.74;0.74;0.7160000000001092;0.68;0.6800000000000002;0.68;0.68;0.56;0.38000000000000006;0.38000000000000006;0.38;0.67;0.67;0.67;0.67;0.67;0.67;0.67;0.67;0.67;0.37;0.37;0.77;0.77;0.38000000000000006;0.38;0.8;0.8;0.8080000000000002;0.81;0.81;0.8;0.8;0.8000000000000002;0.8000000000000002;0.62;0.62;0.52;0.37;0.72;0.72;0.72;0.72;0.72;0.72;0.72;0.72;0.72;0.7200000000000001;0.72;0.72;0.39;0.39;0.6619999999999999;0.7300000000000001;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.7300000000000001;0.73;0.73
0.26960100000000004;0.51;0.51;0.51;0.51;0.96;0.96;0.96;0.96;0.9599999999999999;0.96;0.96;0.96;0.33999999999999997;0.33999999999999997;0.894399999998854;0.97;0.97;0.9891999999999728;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.86;0.8599999999999999;0.86;0.8600000000000001;0.86;0.86;0.8699999999999999;0.87;0.8700000000000001;0.87;0.8699999999999999;0.8699999999999999;0.87;0.8700000000000001;0.8555999999999636;0.85;0.85;0.85;0.8500000000000001;0.85;0.8499999999999999;0.8516000000000091;0.8600000000000001;0.86;0.8600000000000001;0.86;0.72;0.72;0.72;0.72;0.72;0.72;0.72;0.7200000000000001;0.72;0.7199999999999999;0.72;0.72;0.72;0.72;0.72;0.764799999999869;0.8;0.8;0.8;0.8455999999998272;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.66;0.66;0.6599999999999999;0.6599999999999999;0.66;0.66;0.2927999999990723;0.15;0.15;0.15000000000000002;0.15;0.16280000000007278;0.19;0.19;0.19
0.241209;0.4;0.4;0.5259999999991815;0.8499999999999999;0.85;0.85;0.8500000000000001;0.85;0.85;0.8500000000000001;0.8500000000000001;0.8500000000000001;0.85;0.8499999999999999;0.8499999999999999;0.85;0.85;0.85;0.85;0.8500000000000001;0.8500000000000001;0.85;0.85;0.85;0.8499999999999999;0.85;0.8499999999999999;0.85;0.85;0.85;0.8500000000000001;0.8500000000000001;0.85;0.85;0.8499999999999999;0.85;0.85;0.8499999999999999;0.85;0.8500000000000001;0.35;0.35;0.35;0.8999999999999999;0.9;0.7319999999987267;0.3400000000000001;0.7170000000002955;0.99;0.99;0.99;0.99;0.68;0.6799999999999999;0.6800000000000002;0.6799999999999999;0.68;0.8;0.8;0.8;0.8520000000000001;0.9300000000000002;0.9299999999999999;0.9299999999999999;0.9299999999999999;0.88;0.88;0.8800000000000001;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9449999999997498;0.8899999999999999;0.89;0.89;0.9099999999999999;0.9100000000000001;0.9100000000000001;0.91;0.9100000000000001;0.01;0.01;0.01;0.01;0.01;0.010000000000000002;0.01;0.01;0.009999999999999998;0.01;0.24;0.24;0.24;0.24;0.24;0.03
0.42122200000000004;0.02;0.019999999999999997;0.019999999999999997;0.02;0.02;0.02;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.2647999999998454;0.36;0.36000000000000004;0.36000000000000004;0.35999999999999993;0.53;0.53;0.53;0.53;0.38;0.38;0.38;0.38;0.38;0.38;0.1623999999987631;0.04;0.04;0.04;0.039999999999999994;0.04;0.039999999999999994;0.01;0.01;0.010000000000000002;0.010000000000000002;0.01;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.10880000000011825;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02920000000001819;0.02;0.019999999999999997;0.02;0.02;0.02;0.02;0.02;0.019999999999999997;0.02;0.019999999999999997;0.012400000000036378;0.01;0.01;0.01;0.01;0.01;0.011199999999972714;0.04;0.04000000000000001;0.04000000000000001;0.02;0.020000000000000004;0.020000000000000004;0.020000000000000004;0.02;0.02;0.019999999999999997;0.02;0.02;0.02;0.02;0.02;0.019999999999999997
0.256367;0.04;0.04;0.04;0.10240000000066213;0.56;0.56;0.6367999999997089;0.88;0.8799999999999999;0.8800000000000001;0.8800000000000001;0.8800000000000001;0.88;0.6200000000002729;0.38;0.38;0.6423999999996272;0.79;0.79;0.79;0.7900000000000001;0.9411999999998363;0.97;0.9699999999999999;0.9699999999999999;0.97;0.9699999999999999;0.97;0.97;0.97;0.39;0.39;0.8999999999999999;0.9000000000000001;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.38;0.38;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.98;0.98;0.9776000000000545;0.96;0.96;0.96;0.8871999999996216;0.7;0.7;0.7;0.7;0.7;0.7883999999995361;0.87;0.8700000000000001;0.8699999999999999;0.87;0.8556000000000545;0.85;0.8500000000000001;0.8332000000000181;0.83;0.41599999999918147;0.38;0.99;0.9899999999999999;0.99;0.99;0.99;0.9100000000000001;0.91;0.9099999999999999;0.9100000000000001;0.9099999999999999;0.5;0.5;0.5;0.5;0.06;0.06;0.06;0.06;0.25;0.25;0.29;0.29;0.35;0.35000000000000003;0.35
0.43760600000000005;0.56;0.56;0.56;0.56;0.6944000000001272;0.7;0.7;0.7;0.7000000000000001;0.7;0.7;0.29;0.7035999999991451;0.76;0.76;0.76;0.76;0.7599999999999999;0.76;0.76;0.7600000000000001;0.7600000000000001;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.7599999999999999;0.7657000000000491;0.79;0.79;0.79;0.79;0.79;0.79;0.79;0.7899999999999999;0.79;0.79;0.79;0.7900000000000001;0.7675999999999636;0.7499999999999999;0.75;0.75;0.75;0.75;0.75;0.7499999999999999;0.75;0.75;0.75;0.7499999999999999;0.75;0.75;0.75;0.75;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.6163999999991269;0.29;0.7499999999999999;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.7500000000000001;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
0.42275799999999997;0.89;0.89;0.89;0.89;0.89;0.8899999999999999;0.8899999999999999;0.8899999999999999;0.89;0.89;0.89;0.8899999999999999;0.8899999999999999;0.8229000000001387;0.28;0.27999999999999997;0.28;0.27999999999999997;0.7;0.7;0.6759999999999999;0.64;0.64;0.6400000000000001;0.64;0.64;0.64;0.6399999999999999;0.6399999999999999;0.64;0.64;0.6399999999999999;0.6248000000004147;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.82;0.8199999999999998;0.8200000000000001;0.8200000000000001;0.82;0.82;0.82;0.8200000000000001;0.82;0.8314000000000136;0.8499999999999999;0.85;0.85;0.8603999999999454;0.89;0.89;0.8900000000000001;0.89;0.89;0.89;0.8900000000000001;0.89;0.89;0.8899999999999999;0.8899999999999999;0.89;0.8899999999999999;0.89;0.89;0.89;0.89;0.89;0.89;0.8900000000000001;0.8;0.8;0.8000000000000002;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.55;0.55;0.55;0.55;0.5499999999999999;0.55
